raw_id,business_id,offer_id,target_id,playbook_id,source_id,route_type,platform,provider,fetched_at,created_at,company_name,account_name,account_username,website_url,account_url,post_url,inquiry_url,email_public,phone_public,location,post_text,profile_text,detected_need,detected_intent,business_category_hint,match_reason_hint,competitor_risk_hint,candidate_category_hint,source_confidence,fetch_cost_estimate,status,ext_json,memo
run_1783324675712_9,trees_catering,of_catering_corporate,tg_corp_soumu,pb_catering_corp,qt_corp_event,A,google,mock,2026-07-06T07:57:55.726Z,2026-07-06T07:57:55.726Z,@tachinomiya_collab | 国際通り周辺グルメ紹介,@tachinomiya_collab | 国際通り周辺グルメ紹介,,https://www.instagram.com/tachinomiya_collab/,https://www.instagram.com/tachinomiya_collab/,,,,,沖縄県,国際通り周辺のグルメ・BAR・居酒屋を紹介しています。2軒目どこ行く？#国際通りグルメ #沖縄立ち飲み,,,,catering,acquisition,,,0.5,0,duplicate,{},
run_1783324675712_10,trees_catering,of_catering_corporate,tg_corp_soumu,pb_catering_corp,qt_pain_ig,A,instagram_serp,mock,2026-07-06T07:57:55.727Z,2026-07-06T07:57:55.727Z,株式会社サンプル商事 | 沖縄の企業イベント企画,株式会社サンプル商事 | 沖縄の企業イベント企画,,https://sample-shoji.co.jp,https://sample-shoji.co.jp,,,,,沖縄県,沖縄県内の法人向け懇親会・歓送迎会・忘年会などのイベント企画をサポートしています。お気軽にお問い合わせください。,,,,catering,pain_discovery,,,0.5,0,duplicate,{},
run_1783324675712_11,trees_catering,of_catering_corporate,tg_corp_soumu,pb_catering_corp,qt_pain_ig,A,instagram_serp,mock,2026-07-06T07:57:55.727Z,2026-07-06T07:57:55.727Z,沖縄イベントプランニング株式会社,沖縄イベントプランニング株式会社,,https://okinawa-event-planning.co.jp,https://okinawa-event-planning.co.jp,,,,,沖縄県,展示会・法人パーティー・表彰式の企画・運営。ケータリングのご手配もご相談ください。,,,,catering,pain_discovery,,,0.5,0,duplicate,{},
run_1783324675712_12,trees_catering,of_catering_corporate,tg_corp_soumu,pb_catering_corp,qt_pain_ig,A,instagram_serp,mock,2026-07-06T07:57:55.727Z,2026-07-06T07:57:55.727Z,@okinawa_bar_lounge | Instagram,@okinawa_bar_lounge | Instagram,,https://www.instagram.com/okinawa_bar_lounge/,https://www.instagram.com/okinawa_bar_lounge/,,,,,沖縄県,那覇市内のBAR。貸切イベント・プライベートパーティー承ります。#沖縄BAR #貸切,,,,catering,pain_discovery,,,0.5,0,duplicate,{},
run_1783324675712_13,trees_catering,of_catering_corporate,tg_corp_soumu,pb_catering_corp,qt_pain_ig,A,instagram_serp,mock,2026-07-06T07:57:55.727Z,2026-07-06T07:57:55.727Z,ホテルXXX那覇 | 宴会・イベント,ホテルXXX那覇 | 宴会・イベント,,https://hotel-xxx-naha.co.jp/banquet,https://hotel-xxx-naha.co.jp/banquet,,,,,沖縄県,宴会場・会議室完備。各種ご宴会・企業レセプション・結婚式二次会を承ります。,,,,catering,pain_discovery,,,0.5,0,duplicate,{},
run_1783324675712_14,trees_catering,of_catering_corporate,tg_corp_soumu,pb_catering_corp,qt_pain_ig,A,instagram_serp,mock,2026-07-06T07:57:55.727Z,2026-07-06T07:57:55.727Z,沖縄旅行おすすめグルメ10選 | travel_okinawa,沖縄旅行おすすめグルメ10選 | travel_okinawa,,https://www.instagram.com/travel_okinawa/,https://www.instagram.com/travel_okinawa/,,,,,沖縄県,"Okinawa travel foodie. Best restaurants in Naha, Okinawa. Follow for daily updates! #OkinawaTravel #NahaFood",,,,catering,pain_discovery,,,0.5,0,duplicate,{},
run_1783324675712_15,trees_catering,of_catering_corporate,tg_corp_soumu,pb_catering_corp,qt_pain_ig,A,instagram_serp,mock,2026-07-06T07:57:55.727Z,2026-07-06T07:57:55.727Z,誕生日ディナー 那覇のおすすめレストラン | 記念日グルメ,誕生日ディナー 那覇のおすすめレストラン | 記念日グルメ,,https://naha-gourmet-guide.com/birthday-dinner,https://naha-gourmet-guide.com/birthday-dinner,,,,,沖縄県,那覇で誕生日ディナーを特別な場所で過ごしたい方へ。記念日におすすめのレストランを厳選してご紹介します。,,,,catering,pain_discovery,,,0.5,0,duplicate,{},
run_1783324675712_16,trees_catering,of_catering_corporate,tg_corp_soumu,pb_catering_corp,qt_pain_ig,A,instagram_serp,mock,2026-07-06T07:57:55.728Z,2026-07-06T07:57:55.728Z,@naha_salon_beauty | 沖縄美容サロン,@naha_salon_beauty | 沖縄美容サロン,,https://www.instagram.com/naha_salon_beauty/,https://www.instagram.com/naha_salon_beauty/,,,,,沖縄県,那覇市の美容サロン。脱毛・ホワイトニング・よもぎ蒸しを提供しています。#那覇美容 #脱毛サロン,,,,catering,pain_discovery,,,0.5,0,duplicate,{},
run_1783324675712_17,trees_catering,of_catering_corporate,tg_corp_soumu,pb_catering_corp,qt_pain_ig,A,instagram_serp,mock,2026-07-06T07:57:55.728Z,2026-07-06T07:57:55.728Z,沖縄カフェ店主のつぶやき | SNSの更新が続かない件,沖縄カフェ店主のつぶやき | SNSの更新が続かない件,,https://okinawa-cafe-owner.blog.jp/sns-trouble,https://okinawa-cafe-owner.blog.jp/sns-trouble,,,,,沖縄県,毎日投稿しようと思っても全然続かない。インスタも更新止まって半年...お客さんに申し訳ない気持ちです。,,,,catering,pain_discovery,,,0.5,0,duplicate,{},
run_1783324675712_18,trees_catering,of_catering_corporate,tg_corp_soumu,pb_catering_corp,qt_pain_ig,A,instagram_serp,mock,2026-07-06T07:57:55.728Z,2026-07-06T07:57:55.728Z,Okinawa wagyu hotpot experience | Premium dining Naha,Okinawa wagyu hotpot experience | Premium dining Naha,,https://okinawa-premium-dining.com/wagyu-hotpot,https://okinawa-premium-dining.com/wagyu-hotpot,,,,,沖縄県,"Experience authentic Okinawa wagyu hotpot in Naha. Perfect for special occasions, birthday dinners, and anniversary celebrations.",,,,catering,pain_discovery,,,0.5,0,duplicate,{},
run_1783324675712_19,trees_catering,of_catering_corporate,tg_corp_soumu,pb_catering_corp,qt_pain_ig,A,instagram_serp,mock,2026-07-06T07:57:55.728Z,2026-07-06T07:57:55.728Z,@tachinomiya_collab | 国際通り周辺グルメ紹介,@tachinomiya_collab | 国際通り周辺グルメ紹介,,https://www.instagram.com/tachinomiya_collab/,https://www.instagram.com/tachinomiya_collab/,,,,,沖縄県,国際通り周辺のグルメ・BAR・居酒屋を紹介しています。2軒目どこ行く？#国際通りグルメ #沖縄立ち飲み,,,,catering,pain_discovery,,,0.5,0,duplicate,{},
run_1783324675712_20,trees_catering,of_catering_event,tg_event_company,pb_catering_event,qt_corp_event,A,google,mock,2026-07-06T07:57:55.732Z,2026-07-06T07:57:55.732Z,株式会社サンプル商事 | 沖縄の企業イベント企画,株式会社サンプル商事 | 沖縄の企業イベント企画,,https://sample-shoji.co.jp,https://sample-shoji.co.jp,,,,,沖縄県,沖縄県内の法人向け懇親会・歓送迎会・忘年会などのイベント企画をサポートしています。お気軽にお問い合わせください。,,,,catering,acquisition,,,0.5,0,duplicate,{},
run_1783324675712_21,trees_catering,of_catering_event,tg_event_company,pb_catering_event,qt_corp_event,A,google,mock,2026-07-06T07:57:55.732Z,2026-07-06T07:57:55.732Z,沖縄イベントプランニング株式会社,沖縄イベントプランニング株式会社,,https://okinawa-event-planning.co.jp,https://okinawa-event-planning.co.jp,,,,,沖縄県,展示会・法人パーティー・表彰式の企画・運営。ケータリングのご手配もご相談ください。,,,,catering,acquisition,,,0.5,0,duplicate,{},
run_1783324675712_22,trees_catering,of_catering_event,tg_event_company,pb_catering_event,qt_corp_event,A,google,mock,2026-07-06T07:57:55.732Z,2026-07-06T07:57:55.732Z,@okinawa_bar_lounge | Instagram,@okinawa_bar_lounge | Instagram,,https://www.instagram.com/okinawa_bar_lounge/,https://www.instagram.com/okinawa_bar_lounge/,,,,,沖縄県,那覇市内のBAR。貸切イベント・プライベートパーティー承ります。#沖縄BAR #貸切,,,,catering,acquisition,,,0.5,0,duplicate,{},
run_1783324675712_23,trees_catering,of_catering_event,tg_event_company,pb_catering_event,qt_corp_event,A,google,mock,2026-07-06T07:57:55.732Z,2026-07-06T07:57:55.732Z,ホテルXXX那覇 | 宴会・イベント,ホテルXXX那覇 | 宴会・イベント,,https://hotel-xxx-naha.co.jp/banquet,https://hotel-xxx-naha.co.jp/banquet,,,,,沖縄県,宴会場・会議室完備。各種ご宴会・企業レセプション・結婚式二次会を承ります。,,,,catering,acquisition,,,0.5,0,duplicate,{},
run_1783324675712_24,trees_catering,of_catering_event,tg_event_company,pb_catering_event,qt_corp_event,A,google,mock,2026-07-06T07:57:55.732Z,2026-07-06T07:57:55.732Z,沖縄旅行おすすめグルメ10選 | travel_okinawa,沖縄旅行おすすめグルメ10選 | travel_okinawa,,https://www.instagram.com/travel_okinawa/,https://www.instagram.com/travel_okinawa/,,,,,沖縄県,"Okinawa travel foodie. Best restaurants in Naha, Okinawa. Follow for daily updates! #OkinawaTravel #NahaFood",,,,catering,acquisition,,,0.5,0,duplicate,{},
run_1783324675712_25,trees_catering,of_catering_event,tg_event_company,pb_catering_event,qt_corp_event,A,google,mock,2026-07-06T07:57:55.733Z,2026-07-06T07:57:55.733Z,誕生日ディナー 那覇のおすすめレストラン | 記念日グルメ,誕生日ディナー 那覇のおすすめレストラン | 記念日グルメ,,https://naha-gourmet-guide.com/birthday-dinner,https://naha-gourmet-guide.com/birthday-dinner,,,,,沖縄県,那覇で誕生日ディナーを特別な場所で過ごしたい方へ。記念日におすすめのレストランを厳選してご紹介します。,,,,catering,acquisition,,,0.5,0,duplicate,{},
run_1783324675712_26,trees_catering,of_catering_event,tg_event_company,pb_catering_event,qt_corp_event,A,google,mock,2026-07-06T07:57:55.733Z,2026-07-06T07:57:55.733Z,@naha_salon_beauty | 沖縄美容サロン,@naha_salon_beauty | 沖縄美容サロン,,https://www.instagram.com/naha_salon_beauty/,https://www.instagram.com/naha_salon_beauty/,,,,,沖縄県,那覇市の美容サロン。脱毛・ホワイトニング・よもぎ蒸しを提供しています。#那覇美容 #脱毛サロン,,,,catering,acquisition,,,0.5,0,duplicate,{},
run_1783324675712_27,trees_catering,of_catering_event,tg_event_company,pb_catering_event,qt_corp_event,A,google,mock,2026-07-06T07:57:55.733Z,2026-07-06T07:57:55.733Z,沖縄カフェ店主のつぶやき | SNSの更新が続かない件,沖縄カフェ店主のつぶやき | SNSの更新が続かない件,,https://okinawa-cafe-owner.blog.jp/sns-trouble,https://okinawa-cafe-owner.blog.jp/sns-trouble,,,,,沖縄県,毎日投稿しようと思っても全然続かない。インスタも更新止まって半年...お客さんに申し訳ない気持ちです。,,,,catering,acquisition,,,0.5,0,duplicate,{},
run_1783324675712_28,trees_catering,of_catering_event,tg_event_company,pb_catering_event,qt_corp_event,A,google,mock,2026-07-06T07:57:55.733Z,2026-07-06T07:57:55.733Z,Okinawa wagyu hotpot experience | Premium dining Naha,Okinawa wagyu hotpot experience | Premium dining Naha,,https://okinawa-premium-dining.com/wagyu-hotpot,https://okinawa-premium-dining.com/wagyu-hotpot,,,,,沖縄県,"Experience authentic Okinawa wagyu hotpot in Naha. Perfect for special occasions, birthday dinners, and anniversary celebrations.",,,,catering,acquisition,,,0.5,0,duplicate,{},
run_1783324675712_29,trees_catering,of_catering_event,tg_event_company,pb_catering_event,qt_corp_event,A,google,mock,2026-07-06T07:57:55.733Z,2026-07-06T07:57:55.733Z,@tachinomiya_collab | 国際通り周辺グルメ紹介,@tachinomiya_collab | 国際通り周辺グルメ紹介,,https://www.instagram.com/tachinomiya_collab/,https://www.instagram.com/tachinomiya_collab/,,,,,沖縄県,国際通り周辺のグルメ・BAR・居酒屋を紹介しています。2軒目どこ行く？#国際通りグルメ #沖縄立ち飲み,,,,catering,acquisition,,,0.5,0,duplicate,{},
run_1783324675712_30,trees_catering,of_catering_event,tg_event_company,pb_catering_event,qt_partner,A,instagram_serp,mock,2026-07-06T07:57:55.733Z,2026-07-06T07:57:55.733Z,株式会社サンプル商事 | 沖縄の企業イベント企画,株式会社サンプル商事 | 沖縄の企業イベント企画,,https://sample-shoji.co.jp,https://sample-shoji.co.jp,,,,,沖縄県,沖縄県内の法人向け懇親会・歓送迎会・忘年会などのイベント企画をサポートしています。お気軽にお問い合わせください。,,,,catering,partner_discovery,,,0.5,0,duplicate,{},
run_1783324675712_31,trees_catering,of_catering_event,tg_event_company,pb_catering_event,qt_partner,A,instagram_serp,mock,2026-07-06T07:57:55.734Z,2026-07-06T07:57:55.734Z,沖縄イベントプランニング株式会社,沖縄イベントプランニング株式会社,,https://okinawa-event-planning.co.jp,https://okinawa-event-planning.co.jp,,,,,沖縄県,展示会・法人パーティー・表彰式の企画・運営。ケータリングのご手配もご相談ください。,,,,catering,partner_discovery,,,0.5,0,duplicate,{},
run_1783324675712_32,trees_catering,of_catering_event,tg_event_company,pb_catering_event,qt_partner,A,instagram_serp,mock,2026-07-06T07:57:55.734Z,2026-07-06T07:57:55.734Z,@okinawa_bar_lounge | Instagram,@okinawa_bar_lounge | Instagram,,https://www.instagram.com/okinawa_bar_lounge/,https://www.instagram.com/okinawa_bar_lounge/,,,,,沖縄県,那覇市内のBAR。貸切イベント・プライベートパーティー承ります。#沖縄BAR #貸切,,,,catering,partner_discovery,,,0.5,0,duplicate,{},
run_1783324675712_33,trees_catering,of_catering_event,tg_event_company,pb_catering_event,qt_partner,A,instagram_serp,mock,2026-07-06T07:57:55.734Z,2026-07-06T07:57:55.734Z,ホテルXXX那覇 | 宴会・イベント,ホテルXXX那覇 | 宴会・イベント,,https://hotel-xxx-naha.co.jp/banquet,https://hotel-xxx-naha.co.jp/banquet,,,,,沖縄県,宴会場・会議室完備。各種ご宴会・企業レセプション・結婚式二次会を承ります。,,,,catering,partner_discovery,,,0.5,0,duplicate,{},
run_1783324675712_34,trees_catering,of_catering_event,tg_event_company,pb_catering_event,qt_partner,A,instagram_serp,mock,2026-07-06T07:57:55.734Z,2026-07-06T07:57:55.734Z,沖縄旅行おすすめグルメ10選 | travel_okinawa,沖縄旅行おすすめグルメ10選 | travel_okinawa,,https://www.instagram.com/travel_okinawa/,https://www.instagram.com/travel_okinawa/,,,,,沖縄県,"Okinawa travel foodie. Best restaurants in Naha, Okinawa. Follow for daily updates! #OkinawaTravel #NahaFood",,,,catering,partner_discovery,,,0.5,0,duplicate,{},
run_1783324675712_35,trees_catering,of_catering_event,tg_event_company,pb_catering_event,qt_partner,A,instagram_serp,mock,2026-07-06T07:57:55.734Z,2026-07-06T07:57:55.734Z,誕生日ディナー 那覇のおすすめレストラン | 記念日グルメ,誕生日ディナー 那覇のおすすめレストラン | 記念日グルメ,,https://naha-gourmet-guide.com/birthday-dinner,https://naha-gourmet-guide.com/birthday-dinner,,,,,沖縄県,那覇で誕生日ディナーを特別な場所で過ごしたい方へ。記念日におすすめのレストランを厳選してご紹介します。,,,,catering,partner_discovery,,,0.5,0,duplicate,{},
run_1783324675712_36,trees_catering,of_catering_event,tg_event_company,pb_catering_event,qt_partner,A,instagram_serp,mock,2026-07-06T07:57:55.734Z,2026-07-06T07:57:55.734Z,@naha_salon_beauty | 沖縄美容サロン,@naha_salon_beauty | 沖縄美容サロン,,https://www.instagram.com/naha_salon_beauty/,https://www.instagram.com/naha_salon_beauty/,,,,,沖縄県,那覇市の美容サロン。脱毛・ホワイトニング・よもぎ蒸しを提供しています。#那覇美容 #脱毛サロン,,,,catering,partner_discovery,,,0.5,0,duplicate,{},
run_1783324675712_37,trees_catering,of_catering_event,tg_event_company,pb_catering_event,qt_partner,A,instagram_serp,mock,2026-07-06T07:57:55.735Z,2026-07-06T07:57:55.735Z,沖縄カフェ店主のつぶやき | SNSの更新が続かない件,沖縄カフェ店主のつぶやき | SNSの更新が続かない件,,https://okinawa-cafe-owner.blog.jp/sns-trouble,https://okinawa-cafe-owner.blog.jp/sns-trouble,,,,,沖縄県,毎日投稿しようと思っても全然続かない。インスタも更新止まって半年...お客さんに申し訳ない気持ちです。,,,,catering,partner_discovery,,,0.5,0,duplicate,{},
run_1783324675712_38,trees_catering,of_catering_event,tg_event_company,pb_catering_event,qt_partner,A,instagram_serp,mock,2026-07-06T07:57:55.735Z,2026-07-06T07:57:55.735Z,Okinawa wagyu hotpot experience | Premium dining Naha,Okinawa wagyu hotpot experience | Premium dining Naha,,https://okinawa-premium-dining.com/wagyu-hotpot,https://okinawa-premium-dining.com/wagyu-hotpot,,,,,沖縄県,"Experience authentic Okinawa wagyu hotpot in Naha. Perfect for special occasions, birthday dinners, and anniversary celebrations.",,,,catering,partner_discovery,,,0.5,0,duplicate,{},
run_1783324675712_39,trees_catering,of_catering_event,tg_event_company,pb_catering_event,qt_partner,A,instagram_serp,mock,2026-07-06T07:57:55.735Z,2026-07-06T07:57:55.735Z,@tachinomiya_collab | 国際通り周辺グルメ紹介,@tachinomiya_collab | 国際通り周辺グルメ紹介,,https://www.instagram.com/tachinomiya_collab/,https://www.instagram.com/tachinomiya_collab/,,,,,沖縄県,国際通り周辺のグルメ・BAR・居酒屋を紹介しています。2軒目どこ行く？#国際通りグルメ #沖縄立ち飲み,,,,catering,partner_discovery,,,0.5,0,duplicate,{},
run_1783324675712_40,trees_catering,of_catering_bar,tg_bar_club,pb_catering_bar,qt_pain_ig,A,instagram_serp,mock,2026-07-06T07:57:55.736Z,2026-07-06T07:57:55.736Z,株式会社サンプル商事 | 沖縄の企業イベント企画,株式会社サンプル商事 | 沖縄の企業イベント企画,,https://sample-shoji.co.jp,https://sample-shoji.co.jp,,,,,沖縄県,沖縄県内の法人向け懇親会・歓送迎会・忘年会などのイベント企画をサポートしています。お気軽にお問い合わせください。,,,,catering,pain_discovery,,,0.5,0,duplicate,{},
run_1783324675712_41,trees_catering,of_catering_bar,tg_bar_club,pb_catering_bar,qt_pain_ig,A,instagram_serp,mock,2026-07-06T07:57:55.737Z,2026-07-06T07:57:55.737Z,沖縄イベントプランニング株式会社,沖縄イベントプランニング株式会社,,https://okinawa-event-planning.co.jp,https://okinawa-event-planning.co.jp,,,,,沖縄県,展示会・法人パーティー・表彰式の企画・運営。ケータリングのご手配もご相談ください。,,,,catering,pain_discovery,,,0.5,0,duplicate,{},
run_1783324675712_42,trees_catering,of_catering_bar,tg_bar_club,pb_catering_bar,qt_pain_ig,A,instagram_serp,mock,2026-07-06T07:57:55.737Z,2026-07-06T07:57:55.737Z,@okinawa_bar_lounge | Instagram,@okinawa_bar_lounge | Instagram,,https://www.instagram.com/okinawa_bar_lounge/,https://www.instagram.com/okinawa_bar_lounge/,,,,,沖縄県,那覇市内のBAR。貸切イベント・プライベートパーティー承ります。#沖縄BAR #貸切,,,,catering,pain_discovery,,,0.5,0,duplicate,{},
run_1783324675712_43,trees_catering,of_catering_bar,tg_bar_club,pb_catering_bar,qt_pain_ig,A,instagram_serp,mock,2026-07-06T07:57:55.737Z,2026-07-06T07:57:55.737Z,ホテルXXX那覇 | 宴会・イベント,ホテルXXX那覇 | 宴会・イベント,,https://hotel-xxx-naha.co.jp/banquet,https://hotel-xxx-naha.co.jp/banquet,,,,,沖縄県,宴会場・会議室完備。各種ご宴会・企業レセプション・結婚式二次会を承ります。,,,,catering,pain_discovery,,,0.5,0,duplicate,{},
run_1783324675712_44,trees_catering,of_catering_bar,tg_bar_club,pb_catering_bar,qt_pain_ig,A,instagram_serp,mock,2026-07-06T07:57:55.737Z,2026-07-06T07:57:55.737Z,沖縄旅行おすすめグルメ10選 | travel_okinawa,沖縄旅行おすすめグルメ10選 | travel_okinawa,,https://www.instagram.com/travel_okinawa/,https://www.instagram.com/travel_okinawa/,,,,,沖縄県,"Okinawa travel foodie. Best restaurants in Naha, Okinawa. Follow for daily updates! #OkinawaTravel #NahaFood",,,,catering,pain_discovery,,,0.5,0,duplicate,{},
run_1783324675712_45,trees_catering,of_catering_bar,tg_bar_club,pb_catering_bar,qt_pain_ig,A,instagram_serp,mock,2026-07-06T07:57:55.737Z,2026-07-06T07:57:55.737Z,誕生日ディナー 那覇のおすすめレストラン | 記念日グルメ,誕生日ディナー 那覇のおすすめレストラン | 記念日グルメ,,https://naha-gourmet-guide.com/birthday-dinner,https://naha-gourmet-guide.com/birthday-dinner,,,,,沖縄県,那覇で誕生日ディナーを特別な場所で過ごしたい方へ。記念日におすすめのレストランを厳選してご紹介します。,,,,catering,pain_discovery,,,0.5,0,duplicate,{},
run_1783324675712_46,trees_catering,of_catering_bar,tg_bar_club,pb_catering_bar,qt_pain_ig,A,instagram_serp,mock,2026-07-06T07:57:55.737Z,2026-07-06T07:57:55.737Z,@naha_salon_beauty | 沖縄美容サロン,@naha_salon_beauty | 沖縄美容サロン,,https://www.instagram.com/naha_salon_beauty/,https://www.instagram.com/naha_salon_beauty/,,,,,沖縄県,那覇市の美容サロン。脱毛・ホワイトニング・よもぎ蒸しを提供しています。#那覇美容 #脱毛サロン,,,,catering,pain_discovery,,,0.5,0,duplicate,{},
run_1783324675712_47,trees_catering,of_catering_bar,tg_bar_club,pb_catering_bar,qt_pain_ig,A,instagram_serp,mock,2026-07-06T07:57:55.738Z,2026-07-06T07:57:55.738Z,沖縄カフェ店主のつぶやき | SNSの更新が続かない件,沖縄カフェ店主のつぶやき | SNSの更新が続かない件,,https://okinawa-cafe-owner.blog.jp/sns-trouble,https://okinawa-cafe-owner.blog.jp/sns-trouble,,,,,沖縄県,毎日投稿しようと思っても全然続かない。インスタも更新止まって半年...お客さんに申し訳ない気持ちです。,,,,catering,pain_discovery,,,0.5,0,duplicate,{},
run_1783324675712_48,trees_catering,of_catering_bar,tg_bar_club,pb_catering_bar,qt_pain_ig,A,instagram_serp,mock,2026-07-06T07:57:55.738Z,2026-07-06T07:57:55.738Z,Okinawa wagyu hotpot experience | Premium dining Naha,Okinawa wagyu hotpot experience | Premium dining Naha,,https://okinawa-premium-dining.com/wagyu-hotpot,https://okinawa-premium-dining.com/wagyu-hotpot,,,,,沖縄県,"Experience authentic Okinawa wagyu hotpot in Naha. Perfect for special occasions, birthday dinners, and anniversary celebrations.",,,,catering,pain_discovery,,,0.5,0,duplicate,{},
run_1783324675712_49,trees_catering,of_catering_bar,tg_bar_club,pb_catering_bar,qt_pain_ig,A,instagram_serp,mock,2026-07-06T07:57:55.738Z,2026-07-06T07:57:55.738Z,@tachinomiya_collab | 国際通り周辺グルメ紹介,@tachinomiya_collab | 国際通り周辺グルメ紹介,,https://www.instagram.com/tachinomiya_collab/,https://www.instagram.com/tachinomiya_collab/,,,,,沖縄県,国際通り周辺のグルメ・BAR・居酒屋を紹介しています。2軒目どこ行く？#国際通りグルメ #沖縄立ち飲み,,,,catering,pain_discovery,,,0.5,0,duplicate,{},
